fid,name,name_en,name_he,name_cn,level1,level2,level3,level4,level5,level6,level7,level8,level9
15919,whole_grain_family_sized_pizza_maadanot,"whole-grain family sized pizza, maadanot","פיצה משפחתית מקמח מלא, מעדנות",,,,whole_grain_family_sized_pizza_maadanot,,,,,,
31,quiche,quiche,פשטידות,鸡蛋馅饼,,quiche,,,,,,,
1278,cheese_quiche,cheese quiche,פשטידת גבינות,起司鸡蛋馅饼,,,cheese_quiche,,,,,,
12707,cheesecake_with_nuts,cheesecake with nuts,פשטידת גבינות עם אגוזים,,,,,cheesecake_with_nuts,,,,,
1280,kugel,kugel,קוגל,,,,kugel,,,,,,
14403,sweet_noodle_kugel_pareve,"sweet noodle kugel, pareve","קוגל אטריות מתוק, פרווה",,,,,sweet_noodle_kugel_pareve,,,,,
411,meat_and_fish_quiche,meat and fish quiche,פשטידות בשר ודגים,鱼肉类鸡蛋馅饼,,,meat_and_fish_quiche,,,,,,
1261,bacon_and_cheese_quiche,bacon and cheese quiche,קיש בייקון וגבינה,培根起司鸡蛋馅饼,,,,bacon_and_cheese_quiche,,,,,
13483,chicken_pie,chicken pie,פאי עוף,,,,,chicken_pie,,,,,
1260,crab_quiche,crab quiche,קיש סרטנים,蟹肉鸡蛋馅饼,,,,crab_quiche,,,,,
1250,kurnik_pie,kurnik pie,,,,,,kurnik_pie,,,,,
1255,lamb_pie,lamb pie,פאי טלה,羊肉馅饼,,,,lamb_pie,,,,,
1254,moussaka,moussaka,מוסקה,肉沫茄子饼,,,,moussaka,,,,,
15340,muska_beef,muska beef,מוסקה בשר בקר,,,,,,muska_beef,,,,
15338,muska_chicken_meat,muska chicken meat,מוסקה בשר עוף,,,,,,muska_chicken_meat,,,,
1257,penny_pie,penny pie,פני פאי,,,,,penny_pie,,,,,
1251,picnic_pie,picnic pie,,,,,,picnic_pie,,,,,
1252,rabbit_pie,rabbit pie,פאי ארנבת,兔子馅饼,,,,rabbit_pie,,,,,
1256,salmon_quiche,salmon quiche,קיש סלמון,三文鱼馅饼,,,,salmon_quiche,,,,,
1249,shepherd_s_pie,shepherd's pie,פאי רועים,牧羊人派,,,,shepherd_s_pie,,,,,
1259,spring_chicken_pie,spring chicken pie,פאי פרגית,鸡肉派,,,,spring_chicken_pie,,,,,
1253,steak_and_kidney_puddin,steak and kidney puddin,פודינג סטייק וכליות,牛肉腰子布丁,,,,steak_and_kidney_puddin,,,,,
17031,tuna_quiche,tuna quiche,פשטידת טונה,,,,,tuna_quiche,,,,,
1276,pasta_quiche,pasta quiche,פשטידת פסטה,意面馅饼,,,pasta_quiche,,,,,,
14404,a_noodle_pie_with_beef_and_canola_oil,a noodle pie with beef and canola oil,פשטידת אטריות עם בשר בקר ושמן קנולה,,,,,a_noodle_pie_with_beef_and_canola_oil,,,,,
14400,noodle_pie_with_cottage_cheese_salty_cheese_and_yogurt,"noodle pie with cottage cheese, salty cheese and yogurt","פשטידת אטריות עם גבינת קוטג,גבינה מלוחה ויוגורט",,,,,noodle_pie_with_cottage_cheese_salty_cheese_and_yogurt,,,,,
14402,tortellini_noodle_pie_pareve_,tortellini noodle pie (pareve),פשטידת אטריות טורטליני' (פרווה),,,,,tortellini_noodle_pie_pareve_,,,,,
1277,salty_bread_pudding,salty bread pudding,ברד פודינג מלוח,,,,salty_bread_pudding,,,,,,
412,vegetable_quiche,vegetable pie,פשטידת ירקות,蔬菜馅饼,,,vegetable_quiche,,,,,,
15201,a_dairy_cauliflower_pie_with_thin_cheeses,a dairy cauliflower pie with thin cheeses,פשטידת כרובית חלבית עם גבינות רזות,,,,,a_dairy_cauliflower_pie_with_thin_cheeses,,,,,
1266,broccoli_quiche,broccoli quiche,קיש ברוקולי,西兰花馅饼,,,,broccoli_quiche,,,,,
16568,a_broccoli_and_cheese_pie_with_dough,"a broccoli and cheese pie, with dough","פשטידת ברוקולי וגבינות, עם בצק",,,,,,a_broccoli_and_cheese_pie_with_dough,,,,
14794,a_broccoli_and_cheese_pie_without_dough,"a broccoli and cheese pie, without dough","פשטידת ברוקולי וגבינות, ללא בצק",,,,,,a_broccoli_and_cheese_pie_without_dough,,,,
16399,cabbage_quiche_with_butter,cabbage quiche with butter,פשטידת כרוב עם חמאה,,,,,cabbage_quiche_with_butter,,,,,
15028,cabbage_quiche_with_margarine,cabbage quiche with margarine,פשטידת כרוב עם מרגרינה,,,,,cabbage_quiche_with_margarine,,,,,
1269,corn_quiche,corn quiche,פשטידת תירס,玉米馅饼,,,,corn_quiche,,,,,
15057,corn_pie_no_dough,"corn pie, no dough","פשטידת תירס, ללא בצק",,,,,,corn_pie_no_dough,,,,
1268,eggplant_pie,eggplant pie,קיש חצילים,茄子馅饼,,,,eggplant_pie,,,,,
15209,dairy_eggplant_pie,dairy eggplant pie,פשטידת חצילים חלבית,,,,,,dairy_eggplant_pie,,,,
1265,mangold_leaves_pie,mangold leaves pie,פשטידת מנגולד,莙荙菜馅饼,,,,mangold_leaves_pie,,,,,
14776,chard_pie_with_salted_cheese_and_hard_yellow_cheese,chard pie with salted cheese and hard yellow cheese,פאי מנגולד עם גבינה מלוחה וצהובה,,,,,,chard_pie_with_salted_cheese_and_hard_yellow_cheese,,,,
1273,mushroom_quiche,mushroom quiche,קיש פטריות,蘑菇馅饼,,,,mushroom_quiche,,,,,
15232,a_fresh_dairy_mushroom_pie_with_dough,"a fresh, dairy mushroom pie, with dough","פשטידת פטריות טריות חלבית, עם בצק",,,,,,a_fresh_dairy_mushroom_pie_with_dough,,,,
15233,canned_mushrooms_pie_pareve,"canned mushrooms pie, pareve",פשטידת פטריות משומרות חלבית,,,,,,canned_mushrooms_pie_pareve,,,,
1271,olive_pie,olive pie,פשטידת זיתים,橄榄馅饼,,,,olive_pie,,,,,
1263,onion_quiche,onion quiche,קיש בצל,洋葱馅饼,,,,onion_quiche,,,,,
16328,onion_pie_and_cheese_with_butter,onion pie and cheese with butter,פאי בצל וגבינה עם חמאה,,,,,,onion_pie_and_cheese_with_butter,,,,
14369,onion_pie_and_cheese_with_margarine,onion pie and cheese with margarine,פאי בצל וגבינה עם מרגרינה,,,,,,onion_pie_and_cheese_with_margarine,,,,
16327,onion_pie_with_butter,onion pie with butter,פאי בצל עם חמאה,,,,,,onion_pie_with_butter,,,,
16643,onion_pie_with_canola_oil,onion pie with canola oil,פשטידת בצל עם שמן קנולה,,,,,,onion_pie_with_canola_oil,,,,
14368,onion_pie_with_margarine,onion pie with margarine,פאי בצל עם מרגרינה,,,,,,onion_pie_with_margarine,,,,
1270,peppers_pie,peppers pie,פאי פלפלים,彩椒馅饼,,,,peppers_pie,,,,,
1264,shredded_potato_quiche,shredded potato quiche,קיש תפוחי אדמה,土豆馅饼,,,,shredded_potato_quiche,,,,,
1274,spinach_quiche,spinach quiche,פשטידת תרד,菠菜馅饼,,,,spinach_quiche,,,,,
14370,quiche_spinach,quiche spinach,,,,,,,quiche_spinach,,,,
16776,spinach_and_cheese_pie_no_dough,"spinach and cheese pie , no dough","פשטידת תרד וגבינות, ללא בצק",,,,,,spinach_and_cheese_pie_no_dough,,,,
16427,sweet_potato_quiche,sweet potato quiche,קיש בטטות,,,,,sweet_potato_quiche,,,,,
1272,tortilla_de_patatas,tortilla de patatas,טורטייה דה פטאטס,西班牙鸡蛋土豆饼,,,,tortilla_de_patatas,,,,,
15183,vegetable_and_egg_pies_and_soybean_oil,vegetable and egg pies and soybean oil,פשטידת ירקות וביצים ושמן סויה,,,,,vegetable_and_egg_pies_and_soybean_oil,,,,,
16419,vegetable_pie_with_canola_oil,vegetable pie with canola oil,פשטידת ירקות עם שמן קנולה,,,,,vegetable_pie_with_canola_oil,,,,,
15195,vegetable_pie_with_olive_oil,vegetable pie with olive oil,פשטידת ירקות עם שמן זית,,,,,vegetable_pie_with_olive_oil,,,,,
1267,zucchini_pie,zucchini pie,פשטידת קישואים,西葫芦派,,,,zucchini_pie,,,,,
12417,a_dairy_zucchini_pie,a dairy zucchini pie,פשטידת קישואים חלבית,,,,,,a_dairy_zucchini_pie,,,,
15169,a_zucchini_pie_pareve,"a zucchini pie, pareve",פשטידת קישואים פרווה,,,,,,a_zucchini_pie_pareve,,,,
1906,rice_bowl,rice bowl,,米饭,,rice_bowl,,,,,,,
1291,beef_bowl,beef bowl and rice,קערת אורז ובשר,牛肉盖饭,,,beef_bowl,,,,,,
417,donburi,donburi,דונובורי,盖饭,,,donburi,,,,,,
1307,oyakodon,oyakodon,אורז עם עוף וחביתה,滑蛋鸡肉饭,,,oyakodon,,,,,,
1305,sushi_bowl,sushi bowl,קערת סושי,日式丼饭,,,sushi_bowl,,,,,,
32,rice_dishes,rice dishes,תבשילי אורז,米饭类,,rice_dishes,,,,,,,
1295,dry_curry_rice,dry curry rice,אורז עם קארי,咖喱盖饭,,,dry_curry_rice,,,,,,
413,fried_rice,fried rice,אורז מוקפץ,炒饭,,,fried_rice,,,,,,
2191,fried_rice_with_egg,fried rice with egg,אורז מטוגן עם ביצה,,,,,fried_rice_with_egg,,,,,
16307,fried_rice_with_vegetables_egg_and_canola_oil_chinese_style,"fried rice with vegetables, egg and canola oil, chinese style","אורז מטוגן עם ירקות, ביצה ושמן קנולה, סגנון סיני",,,,,,fried_rice_with_vegetables_egg_and_canola_oil_chinese_style,,,,
14242,fried_rice_with_vegetables_egg_and_soybean_oil_chinese_style,"fried rice with vegetables, egg and soybean oil, chinese style","אורז מטוגן עם ירקות, ביצה ושמן סויה, סגנון סיני",,,,,,fried_rice_with_vegetables_egg_and_soybean_oil_chinese_style,,,,
1284,fried_rice_with_pineapple,fried rice with pineaple,אורז מטוגן עם אננס,菠萝炒饭,,,,fried_rice_with_pineapple,,,,,
433,rice_with_fried_noodles,rice with fried noodles,אורז עם אטריות מטוגנות,米配炒面,,,,rice_with_fried_noodles,,,,,
16306,rice_with_noodles_in_canola_oil,rice with noodles in canola oil,אורז עם אטריות בשמן קנולה,,,,,,rice_with_noodles_in_canola_oil,,,,
14240,rice_with_noodles_in_olive_oil,rice with noodles in olive oil,אורז עם אטריות בשמן זית,,,,,,rice_with_noodles_in_olive_oil,,,,
14210,whole_rice_fried_in_canola_oil,"whole rice, fried in canola oil","אורז מלא, מטוגן בשמן קנולה",,,,,whole_rice_fried_in_canola_oil,,,,,
422,glutinous_oil_rice,glutinous oil rice,אורז דביק,糯米饭,,,glutinous_oil_rice,,,,,,
420,mixed_rice,mixed rice,,石锅拌饭,,,mixed_rice,,,,,,
421,paella,paella,פאייה,西班牙海鲜饭,,,paella,,,,,,
439,jambalaya,jambalaya,ג'מבליה,新奥尔良什锦菜,,,,jambalaya,,,,,
436,persian_rice_with_golden_crust,persian rice with golden crust,אורז פרסי,,,,persian_rice_with_golden_crust,,,,,,
438,rice,plain rice,אורז,饭类,,,rice,,,,,,
430,black_rice,black rice,אורז שחור,黑米,,,,black_rice,,,,,
17077,coconut_rice,coconut rice,אורז קוקוס,,,,,coconut_rice,,,,,
1723,red_rice,red rice,אורז אדום,红米,,,,red_rice,,,,,
14257,rice_fast_cooked_dish_various_flavors_made_of_a_mixture_osem,"rice, fast cooked dish, various flavors, made of a mixture,osem","אורז, תבשיל להכנה מהירה, טעמים שונים, מוכן מתערובת, אסם",,,,,rice_fast_cooked_dish_various_flavors_made_of_a_mixture_osem,,,,,
14256,rice_with_onion_in_corn_oil,rice with onion in corn oil,אורז עם בצל בשמן תירס,,,,,rice_with_onion_in_corn_oil,,,,,
14251,rice_with_onion_in_margarine,rice with onion in margarine,אורז עם בצל במרגרינה,,,,,rice_with_onion_in_margarine,,,,,
14252,rice_with_onion_in_olive_oil,rice with onion in olive oil,אורז עם בצל בשמן זית,,,,,rice_with_onion_in_olive_oil,,,,,
14254,rice_with_onion_in_soybean_oil,rice with onion in soybean oil,אורז עם בצל בשמן סויה,,,,,rice_with_onion_in_soybean_oil,,,,,
14253,rice_with_onion_in_sunflower_oil,rice with onion in sunflower oil,אורז עם בצל בשמן חמניות,,,,,rice_with_onion_in_sunflower_oil,,,,,
14255,rice_with_onions_in_canola_oil,rice with onions in canola oil,אורז עם בצל בשמן קנולה,,,,,rice_with_onions_in_canola_oil,,,,,
16309,rice_with_pine_nuts_fried_in_canola_oil,rice with pine nuts fried in canola oil,אורז עם צנוברים מטוגנים בשמן קנולה,,,,,rice_with_pine_nuts_fried_in_canola_oil,,,,,
14246,rice_with_pine_nuts_fried_in_olive_oil,rice with pine nuts fried in olive oil,אורז עם צנוברים מטוגנים בשמן זית,,,,,rice_with_pine_nuts_fried_in_olive_oil,,,,,
14247,rice_with_pine_nuts_fried_in_soybean_oil,rice with pine nuts fried in soybean oil,אורז עם צנוברים מטוגנים בשמן סויה,,,,,rice_with_pine_nuts_fried_in_soybean_oil,,,,,
16991,steamed_rice,steamed rice,אורז לבן,,,,,steamed_rice,,,,,
16640,white_rice_cooked_with_canola_oil,white rice cooked with canola oil,אורז לבן מבושל עם שמן קנולה,,,,,,white_rice_cooked_with_canola_oil,,,,
16760,white_rice_cooked_with_corn_oil,white rice cooked with corn oil,אורז לבן מבושל עם שמן תירס,,,,,,white_rice_cooked_with_corn_oil,,,,
15928,white_rice_cooked_with_salt_no_added_fat_in_cooking,"white rice, cooked, with salt, no added fat in cooking","אורז לבן, מבושל, עם מלח, ללא תוספת שומן בבישול",,,,,,white_rice_cooked_with_salt_no_added_fat_in_cooking,,,,
16641,white_rice_cooked_with_soybean_oil,white rice cooked with soybean oil,אורז לבן מבושל עם שמן סויה,,,,,,white_rice_cooked_with_soybean_oil,,,,
14205,white_rice_cooked_without_added_fat_in_cooking,"white rice, cooked, without added fat in cooking","אורז לבן, מבושל, ללא תוספת שומן בבישול",,,,,,white_rice_cooked_without_added_fat_in_cooking,,,,
16070,white_rice_quick_cooked_parboiled_cooked_without_added_salt,"white rice, quick-cooked (parboiled), cooked, without added salt","אורז לבן, להכנה מהירה (parboiled), מבושל, ללא תוספת מלח",,,,,,white_rice_quick_cooked_parboiled_cooked_without_added_salt,,,,
14206,white_rice_ready_made_parboiled_cooked_with_salt_fat_free,"white rice, ready-made (parboiled), cooked, with salt, fat free","אורז לבן,להכנה מהירה (parboiled),מבושל,עם מלח,ללא שומן",,,,,,white_rice_ready_made_parboiled_cooked_with_salt_fat_free,,,,
1762,whole_rice,brown rice,אורז מלא,,,,,whole_rice,,,,,
14214,whole_rice_cooked_instant_with_no_added_fat_in_cooking,"whole rice, cooked, instant, with no added fat in cooking","אורז מלא, מבושל, אינסטנט, ללא תוספת שומן בבישול",,,,,,whole_rice_cooked_instant_with_no_added_fat_in_cooking,,,,
14208,whole_rice_cooked_plain_instant_no_added_fat_in_cooking,"whole rice, cooked, plain / instant, no added fat in cooking","אורז מלא, מבושל,רגיל/אינסטנט,ללא תוספת שומן בבישול",,,,,,whole_rice_cooked_plain_instant_no_added_fat_in_cooking,,,,
2197,wild_rice,wild rice,אורז בר,,,,,wild_rice,,,,,
14212,100_wild_rice_cooked_without_added_fat_in_cooking,"100% wild rice, cooked, without added fat in cooking","אורז בר 100%, מבושל, ללא תוספת שומן בבישול",,,,,,100_wild_rice_cooked_without_added_fat_in_cooking,,,,
14213,wild_and_brown_rice_cooked_without_added_fat_in_cooking,"wild and brown rice, cooked, without added fat in cooking","אורז בר וחום, מבושל, ללא תוספת שומן בבישול",,,,,,wild_and_brown_rice_cooked_without_added_fat_in_cooking,,,,
415,rice_balls,rice balls,כדורי אורז,面团,,,rice_balls,,,,,,
1288,arancini,arancini,ארנצ'יני,,,,,arancini,,,,,
423,rice_gratin,rice gratin,גראטן אורז,芝士烩饭,,,rice_gratin,,,,,,
432,rice_with_dried_fruit,rice with dried fruit,אורז עם פירות יבשים,水果饭,,,rice_with_dried_fruit,,,,,,
16993,rice_with_raisins,rice with raisins,אורז עם צימוקים,,,,,rice_with_raisins,,,,,
16308,rice_with_raisins_in_canola_oil,rice with raisins in canola oil,אורז עם צימוקים בשמן קנולה,,,,,,rice_with_raisins_in_canola_oil,,,,
14245,rice_with_raisins_in_soybean_oil,rice with raisins in soybean oil,אורז עם צימוקים בשמן סויה,,,,,,rice_with_raisins_in_soybean_oil,,,,
16992,rice_with_legumes,,אורז עם קטניות,,,,rice_with_legumes,,,,,,
435,kushari,kushari,קושארי,库萨芮,,,,kushari,,,,,
426,majadra,majadra,מג'דרה,,,,,majadra,,,,,
14416,majadra_rice_and_lentils_made_of_a_mixture_knor,"majadra, rice and lentils, made of a mixture, knor","מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",,,,,,majadra_rice_and_lentils_made_of_a_mixture_knor,,,,
14417,majadra_with_bulgur_and_olive_oil,majadra with bulgur and olive oil,מג'דרה עם בורגול ושמן זית,,,,,,majadra_with_bulgur_and_olive_oil,,,,
14415,majadra_with_bulgur_onions_fried_in_canola_oil_and_canola_oil,"majadra with bulgur, onions fried in canola oil and canola oil","מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",,,,,,majadra_with_bulgur_onions_fried_in_canola_oil_and_canola_oil,,,,
16891,majadra_with_rice_fried_onions_and_canola_oil,"majadra with rice, fried onions and canola oil","מג'דרה עם אורז, בצל מטוגן ושמן קנולה",,,,,,majadra_with_rice_fried_onions_and_canola_oil,,,,
14410,majadra_with_rice_fried_onions_and_olive_oil,"majadra with rice, fried onions and olive oil","מג'דרה עם אורז, בצל מטוגן ושמן זית",,,,,,majadra_with_rice_fried_onions_and_olive_oil,,,,
14408,majadra_with_rice_fried_onions_and_soybean_oil,"majadra with rice, fried onions and soybean oil","מג'דרה עם אורז, בצל מטוגן ושמן סויה",,,,,,majadra_with_rice_fried_onions_and_soybean_oil,,,,
16892,majadra_with_whole_rice_fried_onions_and_canola_oil,"majadra with whole rice, fried onions and canola oil","מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",,,,,,majadra_with_whole_rice_fried_onions_and_canola_oil,,,,
16603,majdara_with_whole_rice_fried_onions_with_no_extra_oil,"majdara with whole rice, fried onions with no extra oil","מג'דרה עם אורז מלא, בצל מטוגן ללא תוספת שמן",,,,,,majdara_with_whole_rice_fried_onions_with_no_extra_oil,,,,
16030,mujaddara_rice_and_lentils_made_of_a_mixture_osem_,"mujaddara, rice and lentils, made of a mixture, ""osem""","מג'דרה, אורז ועדשים, מוכן מתערובת, אסם",,,,,,mujaddara_rice_and_lentils_made_of_a_mixture_osem_,,,,
17018,rice_with_beans,rice with beans,אורז עם שעועית,,,,,rice_with_beans,,,,,
429,caribbean_rice_and_beans,caribbean rice and beans,אורז קריבי עם שעועית,,,,,,caribbean_rice_and_beans,,,,
14249,rice_with_white_beans_onion_and_soybean_oil,rice with white beans onion and soybean oil,אורז עם שעועית לבנה בצל ושמן סויה,,,,,,rice_with_white_beans_onion_and_soybean_oil,,,,
16310,rice_with_white_beans_onions_and_canola_oil,"rice with white beans, onions and canola oil","אורז עם שעועית לבנה, בצל ושמן קנולה",,,,,,rice_with_white_beans_onions_and_canola_oil,,,,
2059,rice_with_vegetables,rice with vegetables,אורז עם ירקות,,,,rice_with_vegetables,,,,,,
419,bibimbap,bibimbap,ביבימבאפ,石锅拌饭类,,,,bibimbap,,,,,
1282,nasi_goreng,nasi goreng,נסי גורנג,马来炒饭,,,,nasi_goreng,,,,,
14241,rice_with_carrots_and_corn_in_canola_oil,rice with carrots and corn in canola oil,אורז עם גזר ותירס בשמן קנולה,,,,,rice_with_carrots_and_corn_in_canola_oil,,,,,
2101,rice_with_peas,rice with peas,אורז עם אפונה,,,,,rice_with_peas,,,,,
14250,rice_with_corn_peas_and_onions_without_added_fat_in_cooking,"rice with corn, peas and onions without added fat in cooking","אורז עם תירס, אפונה ובצל ללא תוספת שומן בבישול",,,,,,rice_with_corn_peas_and_onions_without_added_fat_in_cooking,,,,
1727,rice_with_spinach,rice with spinach,אורז עם תרד,菠菜配饭,,,,rice_with_spinach,,,,,
14244,rice_with_tomato_and_pepper_in_canola_oil,rice with tomato and pepper in canola oil,אורז עם עגבניה ופלפל בשמן קנולה,,,,,rice_with_tomato_and_pepper_in_canola_oil,,,,,
14243,rice_with_tomato_and_pepper_in_soy_oil,rice with tomato and pepper in soy oil,אורז עם עגבניה ופלפל בשמן סויה,,,,,rice_with_tomato_and_pepper_in_soy_oil,,,,,
14248,rice_with_tomato_paste_and_fried_onion_in_soybean_oil_red_rice,"rice with tomato paste and fried onion in soybean oil, red rice","אורז עם רסק עגבניות ובצל מטוגן בשמן סויה, אורז אדום",,,,,rice_with_tomato_paste_and_fried_onion_in_soybean_oil_red_rice,,,,,
416,risotto,risotto,ריזוטו,意大利烩饭,,,risotto,,,,,,
1692,mushroom_risotto,,,蘑菇烩饭,,,,mushroom_risotto,,,,,
10,salad,salad,סלט,沙拉,,salad,,,,,,,
79,corn_salad,corn salad,סלט תירס,玉米沙拉,,,corn_salad,,,,,,
15056,corn_salad_with_carrots_pepper_and_mayonnaise,"corn salad with carrots, pepper and mayonnaise","סלט תירס עם גזר, פלפל ומיונז",,,,,corn_salad_with_carrots_pepper_and_mayonnaise,,,,,
15055,corn_salad_with_mushrooms_and_mayonnaise,corn salad with mushrooms and mayonnaise,סלט תירס עם פטריות ומיונז,,,,,corn_salad_with_mushrooms_and_mayonnaise,,,,,
15054,corn_salad_with_onion_pickled_cucumber_red_pepper_dill_with_soy_oil,"corn salad with onion, pickled cucumber, red pepper, dill with soy oil","סלט תירס עם בצל, מלפפון כבוש, פלפל אדום, שמיר עם שמן סויה",,,,,corn_salad_with_onion_pickled_cucumber_red_pepper_dill_with_soy_oil,,,,,
84,grain_salads,grain salads,סלט דגנים,意面沙拉,,,grain_salads,,,,,,
645,bulgur_salad,bulgur salad,סלט בורגול,布格麦沙拉,,,,bulgur_salad,,,,,
643,couscous_salad,couscous salad,סלט קוסקוס,古斯米沙拉,,,,couscous_salad,,,,,
641,quinoa_salad,quinoa salad,סלט קינואה,藜麦沙拉,,,,quinoa_salad,,,,,
649,rice_salad,rice salad,סלט אורז,大米沙拉,,,,rice_salad,,,,,
638,tabouli_salad,tabouli salad,סלט טבולה,塔布勒沙拉,,,,tabouli_salad,,,,,
14419,tabouleh_salad_made_of_bulgur,tabouleh salad made of bulgur,סלט טבולה מבורגול,,,,,,tabouleh_salad_made_of_bulgur,,,,
14421,tabouleh_salad_with_couscous,tabouleh salad with couscous,סלט טבולה מקוסקוס,,,,,,tabouleh_salad_with_couscous,,,,
642,wheat_salad,wheat salad,סלט חיטה,小麦沙拉,,,,wheat_salad,,,,,
16979,pasta_salad,pasta salad,סלט פסטה,,,,pasta_salad,,,,,,
651,glass_noodles_salad,glass noodles salad,סלט איטריות זכוכית,粉丝沙拉,,,,glass_noodles_salad,,,,,
650,macaroni_salad,macaroni salad,סלט מקרוני,通心粉沙律,,,,macaroni_salad,,,,,
14153,pasta_salad_with_bulgarian_cheese_fresh_vegetables_and_olive_oil,"pasta salad with bulgarian cheese, fresh vegetables and olive oil","סלט פסטה עם גבינה בולגרית, ירקות טריים ושמן זית",,,,,pasta_salad_with_bulgarian_cheese_fresh_vegetables_and_olive_oil,,,,,
2041,vegetable_salad_and_bean_noodles,vegetable salad and bean noodles,סלט ירקות ואטריות שעועית,,,,,vegetable_salad_and_bean_noodles,,,,,
85,potato_salad,potato salad,סלט תפוחי אדמה,土豆沙拉,,,potato_salad,,,,,,
1882,fried_potato_salad_and_carrots,fried potato salad and carrots,סלט תפוחי אדמה וגזר מטוגנים,胡萝卜炸土豆沙拉,,,,fried_potato_salad_and_carrots,,,,,
1881,fried_shredded_potato_salad,fried shredded potato salad,סלט תפוחי אדמה מטוגנים,炸土豆丝沙拉,,,,fried_shredded_potato_salad,,,,,
14733,potato_salad_achla,"potato salad, achla","סלט תפוחי אדמה, אחלה",,,,,potato_salad_achla,,,,,
14734,potato_salad_in_mayonnaise_strauss,"potato salad in mayonnaise, strauss","סלט תפוחי אדמה במיונז, שטראוס",,,,,potato_salad_in_mayonnaise_strauss,,,,,
14728,potato_salad_with_chicken_breast_peas_egg_carrots_and_mayonnaise,"potato salad with chicken breast, peas, egg, carrots and mayonnaise","סלט תפוחי אדמה עם חזה עוף, אפונה, ביצה, גזר ומיונז",,,,,potato_salad_with_chicken_breast_peas_egg_carrots_and_mayonnaise,,,,,
14730,potato_salad_with_egg_peas_carrots_and_mayonnaise,"potato salad with egg, peas, carrots and mayonnaise","סלט תפוחי אדמה עם ביצה, אפונה, גזר ומיונז",,,,,potato_salad_with_egg_peas_carrots_and_mayonnaise,,,,,
14731,potato_salad_with_egg_peas_onion_pickled_cucumber,"potato salad with egg, peas, onion, pickled cucumber","סלט תפוחי אדמה עם ביצה, אפונה, בצל, מלפפון כבוש",,,,,potato_salad_with_egg_peas_onion_pickled_cucumber,,,,,
14732,potato_salad_with_egg_peas_pickled_cucumber_and_mayonnaise,"potato salad with egg, peas, pickled cucumber and mayonnaise","סלט תפוחי אדמה עם ביצה, אפונה, מלפפון כבוש ומיונז",,,,,potato_salad_with_egg_peas_pickled_cucumber_and_mayonnaise,,,,,
14726,potato_salad_with_egg_pickled_cucumber_and_mayonnaise,"potato salad with egg, pickled cucumber and mayonnaise","סלט תפוחי אדמה עם ביצה, מלפפון כבוש ומיונז",,,,,potato_salad_with_egg_pickled_cucumber_and_mayonnaise,,,,,
14729,potato_salad_with_pastrami_peas_egg_carrots_and_mayonnaise,"potato salad with pastrami, peas, egg, carrots and mayonnaise","סלט תפוחי אדמה עם פסטרמה, אפונה, ביצה, גזר ומיונז",,,,,potato_salad_with_pastrami_peas_egg_carrots_and_mayonnaise,,,,,
14727,potato_salad_with_peas_carrots_pickles_and_mayonnaise,"potato salad with peas, carrots, pickles and mayonnaise","סלט תפוחי אדמה עם אפונה, גזר, מלפפון כבוש ומיונז",,,,,potato_salad_with_peas_carrots_pickles_and_mayonnaise,,,,,
14724,potato_salad_with_pickled_cucumber_and_mayonnaise,potato salad with pickled cucumber and mayonnaise,סלט תפוחי אדמה עם מלפפון כבוש ומיונז,,,,,potato_salad_with_pickled_cucumber_and_mayonnaise,,,,,
83,salad_based_on_legume,legume salads,סלט על בסיס קטניות,谷物豆荚沙拉,,,salad_based_on_legume,,,,,,
1870,dried_bean_salad,,סלט שעועית יבשה,,,,,dried_bean_salad,,,,,
648,freekeh_salad,freekeh salad,סלט פריקה,,,,,freekeh_salad,,,,,
63,green_beans_salad,green beans salad,סלט שעועית ירוקה,四季豆沙拉,,,,green_beans_salad,,,,,
647,green_ful_salad,green ful salad,סלט פול ירוק,,,,,green_ful_salad,,,,,
644,hummus_seeds_salad,hummus seeds salad,סלט גרעיני חומוס,鹰嘴豆沙拉,,,,hummus_seeds_salad,,,,,
639,lentil_salad,black lentil salad,סלט עדשים שחורות,小扁豆沙拉,,,,lentil_salad,,,,,
640,orange_lentil_salad,orange lentil salad,סלט עדשים כתומות,橙扁豆沙拉,,,,orange_lentil_salad,,,,,
646,white_beans_salad,white beans salad,סלט שעועית לבנה,白豆沙拉,,,,white_beans_salad,,,,,
16978,salad_based_on_vegetables,salad based on vegetables,סלטים על בסיס ירקות,,,,salad_based_on_vegetables,,,,,,
67,apio,apio,סלט סלרי,,,,,apio,,,,,
15208,celery_salad_with_olive_oil,celery salad with olive oil,סלט סלרי עם שמן זית,,,,,,celery_salad_with_olive_oil,,,,
62,avocado_salad,avocado salad,סלט אבוקדו,牛油果沙拉,,,,avocado_salad,,,,,
47,beet_salad,beet salad,סלט סלק,甜菜沙拉,,,,beet_salad,,,,,
15251,beet_salad_dill_tzabar_,"beet salad, dill, ""tzabar""","סלט סלק, שמיר, צבר",,,,,,beet_salad_dill_tzabar_,,,,
15868,beet_salad_mickey,"beet salad, mickey","סלט סלק, מיקי",,,,,,beet_salad_mickey,,,,
